Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,ROE,ROA,Fluxo_Caixa_Operacional,Fluxo_Caixa_Livre,Fluxo_Caixa_Investimento,Fluxo_Caixa_Financiamento,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,DividendosProducao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2022,Não informado,2022\textos\2022_4T_RR.txt,82.412 milhões R$,Não informado,11.480 milhões R$,Não informado,Não informado,13.9%,2.187 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,7.822 milhões R$,Não informado,-1.734 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,Não informado,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\textos\2022_1T_AP.txt,20.330 milhões R$,5.827 milhões R$,2.940 milhões R$,Não informado,28.7%,14.5%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\textos\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\textos\2022_1T_AP.txt,Não informado,Não informado,"5.647 milhões R$ (2021), 13.879 milhões R$ (UDM 1T22)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16% do total,84% do total,"R$ 0,57 por ação GGBR; R$ 0,29 por ação GOAU; Dividendos distribuídos: 2.408 milhões R$ (2021), 5.355 milhões R$ (UDM 1T22)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\textos\2022_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\textos\2022_2T_AP.txt,22.968 milhões R$,6.680 milhões R$,4.298 milhões R$,Não informado,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\textos\2022_2T_AP.txt,6.680 milhões R$,3.574 milhões R$,2.507 milhões R$,Não informado,53.5%,37.5%,Não informado,410 milhões R$,Não informado,Não informado,38.9%,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,12.800 milhões R$,Não informado,Não informado,Não informado,23.807 MW,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\textos\2022_3T_AP.txt,64.448 milhões R$,17.878 milhões R$,10.400 milhões R$,Não informado,27.7%,16.1%,Não informado,Não informado,1.000 milhões R$,Não informado,Não informado,Não informado,Não informado,9.300 milhões R$,1.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\textos\2022_3T_AP.txt,7.832 milhões R$,4.087 milhões R$,Não informado,Não informado,52.2%,Não informado,Não informado,1.5 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.8 bilhões R$,Não informado,Não informado,Não informado,91%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\textos\2022_3T_AP.txt,Não informado,Não informado,6.091 milhões R$,Não informado,Não informado,Não informado,Não informado,4.8 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.7 bilhões R$,Não informado,Não informado,1.295 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\textos\2022_4T_AP.txt,82.400 milhões R$,21.500 milhões R$,Não informado,Não informado,26.1%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,6.100 milhões R$,85%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\textos\2022_4T_AP.txt,11.712 milhões R$,1.636 milhões R$,11.595 milhões R$,Não informado,14.0%,99.0%,Não informado,5.0 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,14.3 milhões R$,Não informado,Não informado,12.0 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2014,Não informado,2022\textos\2022_4T_AP.txt,Não informado,4.887 milhões R$,2.145 milhões R$,Não informado,Não informado,Não informado,Não informado,10.457 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,18.872 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.7%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.698 milhões R$,Não informado,Não informado,12.261 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,15.244 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,71%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,Não informado,5.007 milhões R$,3.215 milhões R$,Não informado,22.9%,Não informado,538 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,Não informado,Não informado,2.388 milhões R$,Não informado,Não informado,Não informado,Não informado,"6,4 bilhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,2.698 milhões R$,Não informado,Não informado,"12,3 bilhões R$","2,962 bilhões R$","9,299 bilhões R$",892 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,18.900 milhões R$,4.300 milhões R$,Não informado,Não informado,22.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,7.793 milhões R$,2.355 milhões R$,Não informado,Não informado,30.2%,Não informado,5.848 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,93%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\textos\2023_1T_RR.txt,3.000 milhões R$,497 milhões R$,Não informado,Não informado,16.6%,Não informado,2.519 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
