Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2022,4T,2022\\textos\\2022_4T_RR.txt,3.274 milhões R$,525 milhões R$,Não informado,Não informado,16.0%,Não informado,2.855 milhões R$,Não informado,Não informado,Não informado,406 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,6.083 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,1.561 milhões R$,354 milhões R$,1.218 milhões R$,Não informado,22.7%,78.0%,1.241 milhões R$,Não informado,Não informado,Não informado,735 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,17.964 milhões R$,Não informado,1.218 milhões R$,Não informado,Não informado,6.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.000 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_AP.txt,18.900 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.6%,Não informado,Não informado,Não informado,Não informado,3.055 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_AP.txt,6.925 milhões R$,757 milhões R$,Não informado,Não informado,10.9%,Não informado,Não informado,4.400 milhões R$,Não informado,Não informado,1.277 mil toneladas,63%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_AP.txt,1.617 milhões R$,489 milhões R$,Não informado,Não informado,30.2%,Não informado,Não informado,Não informado,Não informado,Não informado,281 mil toneladas,67%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,18.872 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.7%,538 milhões R$,Não informado,954 milhões R$,Não informado,2.979 mil toneladas,71%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,676 milhões R$,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,18.900 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.6%,324 milhões R$,2.962 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.400 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,18.900 milhões R$,4.300 milhões R$,Não informado,Não informado,22.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,7.793 milhões R$,2.355 milhões R$,Não informado,Não informado,30.2%,Não informado,5.848 milhões R$,Não informado,Não informado,Não informado,1.185 mil toneladas,93%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,ON America do Norte,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,2.948 milhões R$,497 milhões R$,Não informado,Não informado,16.9%,Não informado,2.519 milhões R$,Não informado,Não informado,Não informado,397 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,ON Aços Especiais,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,1.617 milhões R$,489 milhões R$,Não informado,Não informado,30.2%,Não informado,1.244 milhões R$,Não informado,Não informado,Não informado,149 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,America do Sul,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,18.872 milhões R$,Não informado,3.215 milhões R$,Não informado,Não informado,17.0%,"Despesas com vendas: 174 milhões R$, Despesas gerais e administrativas: 898 milhões R$, Outras despesas operacionais: 168 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,3.215 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,"Despesas financeiras: 78 milhões R$ juros de empréstimos, 21 milhões R$ juros de arrendamento mercantil, 184 milhões R$ imposto de renda e contribuição social",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11 milhões de toneladas anuais de aço (73% produzido a partir de sucata),"2 minas de minério de ferro em Minas Gerais; aproximadamente 2,5 GW de capacidade de geração de energia renovável (Newave Energia, projetos para 2025/2026)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,18.265 milhões R$,3.792 milhões R$,2.143 milhões R$,Não informado,20.8%,11.7%,Não informado,Dívida bruta de 10.700 milhões R$,Não informado,Não informado,2.933 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,1T,2023\\textos\\2023_2T_AP.txt,18.872 milhões R$,4.322 milhões R$,2.388 milhões R$,Não informado,22.9%,12.7%,Não informado,Não informado,Não informado,Não informado,2.979 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2023\\textos\\2023_2T_AP.txt,22.968 milhões R$,6.680 milhões R$,4.298 milhões R$,Não informado,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,3.245 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,15.270 milhões R$,2.948 milhões R$,Não informado,Não informado,19.3%,Não informado,Não informado,4.2 bilhões R$,6.2 bilhões R$,Não informado,3.086 mil toneladas,66%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"CAPEX de R$ 3,2 bilhões entre 2023 e 2026",Não informado,3.2 bilhões R$,Não informado,5.5 milhões toneladas/ano,40 anos de reservas certificadas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,18.265 milhões R$,3.792 milhões R$,2.143 milhões R$,Não informado,20.8%,11.7%,CAPEX 2Q23: 1.2 bilhão R$,10.7 bilhões R$,Não informado,Não informado,2.933 mil toneladas,76%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,7.236 milhões R$,992 milhões R$,Não informado,Não informado,13.7%,Não informado,"CAPEX de R$3,2 bilhões entre 2023 e 2026",5.400 milhões R$,Não informado,Não informado,1.345 mil toneladas,72%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,1.609 milhões R$,481 milhões R$,Não informado,Não informado,29.9%,Não informado,"CAPEX de R$3,2 bilhões entre 2023 e 2026",Não informado,Não informado,Não informado,311 mil toneladas,86%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"CAPEX de R$3,2 bilhões entre 2023 e 2026",Não informado,Não informado,Não informado,5.500 mil toneladas,5.5 Mtpa high-grade ore (65%),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2T,2023\\textos\\2023_2T_RR.txt,18.265 milhões R$,3.792 milhões R$,2.143 milhões R$,Não informado,20.8%,11.7%,Não informado,3.958 milhões R$,Não informado,Não informado,2.933 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
