Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,"Depreciação e amortização: 725,785 milhões R$; Juros sobre dívidas: 1.098,218 milhões R$; Juros arrendamento mercantil: 184,715 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"2.053,872 milhões R$",Não informado,Não informado,Não informado,11.000 mil toneladas (sucata reciclada anual); 71% do aço produzido a partir de sucata,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_2T_AP.txt,81% Laminados / 77% Aço (América do Norte); 57% Laminados / 73% Aço (Aços Especiais),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.399 milhões R$ (América do Norte); 439 milhões R$ (Aços Especiais); 2.600 milhões R$ (Consolidado),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,21.2%,Não informado,Não informado,"987 mil toneladas (América do Norte); 339 mil toneladas (Aços Especiais); 2,7 Mt (Consolidado)",Não informado,Não informado,6.587 milhões R$ (América do Norte); 2.608 milhões R$ (Aços Especiais),Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_AP.txt,62% (Utilização laminados Brasil); 70% (Utilização aço Brasil); 56% (Utilização laminados América do Sul); 63% (Utilização aço América do Sul),Não informado,Não informado,Não informado,131 milhões R$ (Custos one-off Brasil 2T24),Não informado,Não informado,Não informado,5.100 milhões R$,Não informado,2.853 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.2%,Não informado,Não informado,1.185 mil toneladas (Brasil); 227 mil toneladas (América do Sul),Não informado,Não informado,16.616 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.624 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,945 milhões R$,15.8%,5.7%,Não informado,2.712 mil toneladas,Não informado,Não informado,16.616 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,73%,Não informado,Não informado,Não informado,531 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.810 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,867 milhões R$,16.9%,5.2%,Não informado,2.900 mil toneladas,Não informado,Não informado,16.600 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.746 milhões R$,Não informado,Não informado,Não informado,5.942 milhões R$,Não informado,534 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.7%,Não informado,Não informado,1.279 mil toneladas,Não informado,Não informado,6.142 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.986 milhões R$,Não informado,Não informado,Não informado,5.099 milhões R$,Não informado,595 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,9.2%,Não informado,Não informado,1.367 mil toneladas,Não informado,Não informado,6.435 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,6.430 milhões R$,Não informado,Não informado,Não informado,6.510 milhões R$,Não informado,992 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.7%,Não informado,Não informado,1.441 mil toneladas,Não informado,Não informado,7.236 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,-5.418 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.399 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,21.2%,Não informado,Não informado,Não informado,Não informado,Não informado,6.587 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,-2.411 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,541 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.0%,Não informado,Não informado,Não informado,Não informado,Não informado,2.853 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,-1.215 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,227 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16.2%,Não informado,Não informado,Não informado,Não informado,Não informado,1.405 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.000 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2024,2024\\textos\\2024_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,~1.000 milhões R$/ano (Brasil); ~500 milhões R$/ano (Demais Operações),Não informado,Não informado,Não informado,Não informado,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.432 milhões R$,Não informado,Não informado,Não informado,2.800 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2024,2024\\textos\\2024_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"5,1 bilhões R$",Não informado,3.016 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.807 milhões R$,Não informado,Não informado,Não informado,17.4%,Não informado,Não informado,2.829 mil toneladas,Não informado,Não informado,17.378 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2024,2024\\textos\\2024_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"5,5 bilhões R$",Não informado,2.624 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.8%,Não informado,Não informado,2.712 mil toneladas,Não informado,Não informado,16.616 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2024\\textos\\2024_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"5,5 bilhões R$",Não informado,3.349 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.6%,Não informado,Não informado,2.755 mil toneladas,Não informado,Não informado,17.063 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2024,2024\\textos\\2024_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"0,32x EBITDA Ajustado",Não informado,3.016 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.432 milhões R$,17.4%,8.2%,Não informado,2.829 mil toneladas,Não informado,Não informado,17.378 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2024,2024\\textos\\2024_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"0,34x EBITDA Ajustado",Não informado,2.624 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,945 milhões R$,15.8%,5.7%,Não informado,2.712 mil toneladas,Não informado,Não informado,16.616 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2024\\textos\\2024_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"0,53x EBITDA Ajustado",Não informado,3.349 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,807 milhões R$,19.6%,4.7%,Não informado,2.755 mil toneladas,Não informado,Não informado,17.063 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
